ลำดับ,ปี,เดือนรอบบิล,เขต/สังกัด,สถานี/หน่วยงาน,หมายเลขผู้ใช้ไฟ,ประเภทสถานี,ค่าไฟฟ้า (บาท/เดือน),จำนวนหน่วย (kWh/เดือน)
703,2566,มิถุนายน,สปข.1,สคท.สกลนคร (ช่อง 11),23048602,สถานีเครื่องส่ง T.V.,"41,633.68","8,007.00"
704,2566,มิถุนายน,สปข.1,สวท.สกลนคร,28071002,สถานี F.M.,"12,052.38","2,518.50"
705,2566,มิถุนายน,สปข.1,สวท.สกลนคร,20015372371,สถานีเครื่องส่งวิทยุ,"16,555.81","3,145.00"
706,2566,มิถุนายน,สปข.1,สคท.บึงกาฬ,27688555,สถานีเครื่องส่ง T.V.,"13,324.36","2,518.50"
707,2566,มิถุนายน,สปข.1,สวท.หนองคาย,9045557,สถานี F.M.,"21,904.59","4,182.00"
708,2566,มิถุนายน,สปข.1,สวท.หนองคาย,23074006,สถานีเครื่องส่งวิทยุ,"81,258.91","16,431.79"
709,2566,มิถุนายน,สปข.1,สวท.หนองบัวลำภู,27679759,สถานี F.M.,"60,328.62","11,631.50"
710,2566,มิถุนายน,สปข.1,สคท.อุดรธานี (อ.เพ็ญ),23072200,สถานีเครื่องส่ง T.V.,"3,046.65",525.90
711,2566,มิถุนายน,สปข.1,สวท.อุดรธานี,23068242,สถานี F.M.,"32,181.77","6,174.50"
712,2566,มิถุนายน,สปข.1,สวท.อุดรธานี (บ้านดุง),20016297135,สถานีเครื่องส่ง VOA,"261,779.04","56,817.80"
713,2566,มิถุนายน,สปข.5,"สทท.,สวท.สุราษฎร์ธานี",23049499,สถานี T.V. และสถานี F.M.,"173,479.65","30,530.45"
714,2566,มิถุนายน,สปข.7,สวท.ตราด,6400041332,สถานี A.M.,859.73,101.91
715,2566,มิถุนายน,สนข.,สำนักข่าว,23056498,สถานี T.V.,"244,674.25","46,000.00"
716,2566,กรกฎาคม,สปข.3,สวท.พะเยา,5800022382,สถานี F.M.,"29,115.37","5,580.00"
717,2566,กรกฎาคม,สปข.4,สคท.ตาก,9804 020010315402  ,สถานี T.V. และสถานี F.M.,"55,764.00","10,747.00"
718,2566,กรกฎาคม,สปข.3,สวท.ฝาง,15279255,สถานี F.M.,"40,597.20","7,618.83"
719,2566,กรกฎาคม,สปข.4,สวท.สุโขทัย,27695760,สถานี F.M.,"20,522.26","3,914.00"
720,2566,กรกฎาคม,สปข.4,สคท.นครสวรรค์,9806 020006256640,สถานี T.V. และสถานี F.M.,"60,827.57","12,591.89"
721,2566,กรกฎาคม,สปข.3,สวท.ลำปาง,556457,สถานี F.M.,"37,244.28","7,156.00"
722,2566,กรกฎาคม,สปข.4,สวท.แม่สอด F.M.,6000172855,สถานี T.V. และสถานี F.M.,"85,745.74","17,786.44"
723,2566,กรกฎาคม,สปข.7,สปข.7 (สำนักงานเขต),23055443,สำนักประชาสัมพันธ์เขต,"140,706.39","25,548.00"
724,2566,กรกฎาคม,สปข.7,สคท.ตราด,8744968,สถานี T.V.,"39,016.03","7,499.50"
725,2566,กรกฎาคม,สปข.7,สคท.ระยอง,6500728234,สถานี T.V.,"63,749.40","13,282.31"
726,2566,กรกฎาคม,สปข.7,สคท.สระแก้ว,23069511,สถานี T.V.,"1,802.56",284.70
727,2566,กรกฎาคม,สปข.7,สวท.จันทบุรี,18314581,สถานี F.M.,"28,321.06","5,426.00"
728,2566,กรกฎาคม,สปข.7,สวท.จันทบุรี,5900796957,สถานี A.M.,"78,442.67","15,840.00"
729,2566,กรกฎาคม,สปข.7,สวท.ตราด,8742222,สถานี F.M.,"30,965.64","5,976.56"
730,2566,กรกฎาคม,สปข.7,สวท.ตราด,6400041332,สถานี A.M.,844.73,99.00
731,2566,กรกฎาคม,สปข.7,สวท.ระยอง,230763,สถานี F.M.,"18,564.82","3,534.50"
732,2566,กรกฎาคม,สปข.7,สวท.สระแก้ว,395166,สถานี F.M.,"27,748.51","5,315.00"
733,2566,กรกฎาคม,สปข.7,สวท.ชลบุรี,8741998,สถานี F.M.,"18,346.58","3,492.19"
734,2566,มิถุนายน,สปข.7,สวท.ชลบุรี (เขาฉลาก),6201316652,สถานี T.V. และสถานี F.M.,"11,428.83","2,151.00"
735,2566,กรกฎาคม,สปข.7,สวท.ชลบุรี (เขาฉลาก),6201316652,สถานี T.V. และสถานี F.M.,"13,883.99","2,627.00"
736,2566,กรกฎาคม,สปข.4,สวท.กำแพงเพชร,9089 020009497880,สถานี F.M.,"27,791.85","5,323.40"
737,2566,กรกฎาคม,สปข.5,สวท.ทุ่งสง,9044 020009051110,สถานี F.M.,"14,257.94","2,699.50"
738,2566,กรกฎาคม,สปข.3,สวท.แม่สะเรียง ห้องส่ง,27018527,สถานี F.M.,"15,617.06","2,963.00"
739,2566,กรกฎาคม,สปข.3,สวท.แม่สะเรียง เครื่องส่ง,27058897,สถานี F.M.,"10,443.64","1,960.00"
740,2566,มิถุนายน,สปข.5,สวท.นครศรีธรรมราช,9104020008910024,สถานี F.M.,"31,665.00","6,074.00"
741,2566,กรกฎาคม,สปข.5,สวท.นครศรีธรรมราช,9104020008910024,สถานี F.M.,"30,972.00","5,940.00"
742,2566,กรกฎาคม,สปข.5,สวท.ชุมพร,9068020003809255,สถานี F.M.,"12,895.79","2,435.41"
743,2566,กรกฎาคม,สปข.3,สวท.แพร่,5701543393,สถานี F.M.,"22,104.71","4,220.80"
744,2566,กรกฎาคม,สปข.3,สวท.น่าน ห้องส่ง,6300578244,สถานี F.M.,"34,669.74","6,343.82"
745,2566,กรกฎาคม,สปข.5,"สทท.,สวท.สุราษฎร์ธานี",23049499,สถานี T.V. และสถานี F.M.,"164,875.37","31,580.96"
746,2566,กรกฎาคม,สปข.4,สวท.พิษณุโลก,6000548499,สถานี A.M. และ F.M.,"100,659.96","20,806.01"
747,2566,กรกฎาคม,สปข.1,สวท.กาฬสินธ์,27680313,สถานี F.M.,"5,527.60","28,845.10"
748,2566,กรกฎาคม,สปข.1,"สปข.1 (สำนักงานเขต), สทท.ขอนแก่น",23053657,สำนักประชาสัมพันธ์เขตและ T.V.,"272,030.33","52,177.00"
749,2566,กรกฎาคม,สปข.1,สคว.ขอนแก่น (บ้านสำราญ),23053656,สถานีเครื่องส่งวิทยุ,"11,176.06","2,102.00"
750,2566,กรกฎาคม,สปข.1,สวท.ขอนแก่น,27705124,สถานี A.M. และ F.M.,"4,794.63",864.79
751,2566,กรกฎาคม,สปข.1,สวศ.ขอนแก่น,6101485007,สถานี A.M.,"225,117.14","44,075.00"
752,2566,กรกฎาคม,สปข.1,สวท.ขอนแก่น,27705124,บ้านพักข้าราชการ,"4,794.63",864.79
753,2566,กรกฎาคม,สปข.1,สวท.ขอนแก่น,5701543473,สถานี F.M.,"35,684.50","6,669.88"
754,2566,กรกฎาคม,สปข.1,สคท.ชัยภูมิ (ช่อง 11),23070145,สถานีเครื่องส่ง T.V.,"27,609.78","5,288.10"
755,2566,กรกฎาคม,สปข.1,สวท.ชัยภูมิ,9045380,สถานี F.M.,"40,452.53","7,778.00"
756,2566,กรกฎาคม,สปข.1,สคท.ชุมแพ (ขอนแก่น),15278596,สถานีเครื่องส่ง T.V.,"17,609.04","3,349.20"
757,2566,กรกฎาคม,สปข.1,สวท.ด่านซ้าย (เลย),27707529,สถานี F.M.,"46,948.37","9,037.39"
758,2566,กรกฎาคม,สปข.1,สคท.นครราชสีมา,5701547600,สถานีเครื่องส่ง T.V.,"1,988.25",320.70
759,2566,กรกฎาคม,สปข.1,สวท.นครราชสีมา,23047663,สถานี F.M.,"98,411.37","19,816.00"
760,2566,กรกฎาคม,สปข.1,สวท.บึงกาฬ,27687593,สถานี F.M.,"27,009.38","5,171.70"
761,2566,กรกฎาคม,สปข.1,สวท.มหาสารคาม,6400046308,สถานี F.M.,"15,570.13","2,953.90"
762,2566,กรกฎาคม,สปข.1,สวท.มหาสารคาม (หนองจิก),6400038861,สถานีเครื่องส่งวิทยุ,"25,335.63","4,847.20"
763,2566,กรกฎาคม,สปข.1,สคท.เลย (อ.ภูเรือ)	,6101485943,สถานีเครื่องส่ง T.V.,"24,862.66","4,755.50"
764,2566,กรกฎาคม,สปข.1,สวท.เลย,27683400,สถานี F.M.,"18,992.41","3,617.40"
765,2566,กรกฎาคม,สปข.1,สวท.เลย (บ.กำเนิดเพชร),27683401,สถานี A.M.,"101,573.36","21,514.34"
766,2566,กรกฎาคม,สปข.1,สวท.เลย (ภูเรือ),28339328,สถานีเครื่องส่งวิทยุ,"13,935.57","2,637.00"
767,2566,กรกฎาคม,สปข.1,สคท.สกลนคร (ช่อง 11),23048602,สถานีเครื่องส่ง T.V.,"41,809.06","8,041.00"
768,2566,กรกฎาคม,สปข.1,สวท.สกลนคร,28071002,สถานี F.M.,"11,630.07","2,074.00"
769,2566,กรกฎาคม,สปข.1,สวท.สกลนคร,20015372371,สถานีเครื่องส่งวิทยุ,"16,277.27","3,091.00"
770,2566,กรกฎาคม,สปข.1,สคท.บึงกาฬ,27688555,สถานีเครื่องส่ง T.V.,"13,814.87","2,613.60"
771,2566,กรกฎาคม,สปข.1,สวท.หนองคาย,9045557,สถานี F.M.,"20,934.89","3,994.00"
772,2566,กรกฎาคม,สปข.1,สวท.หนองคาย,23074006,สถานี A.M.,"62,946.73","12,573.74"
773,2566,กรกฎาคม,สปข.1,สวท.หนองบัวลำภู,27679759,สถานี F.M.,"59,299.61","11,432.00"
774,2566,กรกฎาคม,สปข.1,สคท.อุดรธานี (อ.เพ็ญ),23072200,สถานีเครื่องส่ง T.V.,"2,854.78",488.70
775,2566,กรกฎาคม,สปข.1,สวท.อุดรธานี,23068242,สถานี F.M.,"31,227.04","5,989.40"
776,2566,กรกฎาคม,สปข.1,สวท.อุดรธานี (บ้านดุง),20016297135,สถานีเครื่องส่ง VOA,"198,547.64","43,993.54"
777,2566,กรกฎาคม,สปข.1,สคท.นครราชสีมา (สนง.),27075840,สถานีเครื่องส่ง T.V.,"35,049.58","6,730.50"
778,2566,สิงหาคม,สปข.5,สวท.ชุมพร,20003809255,สถานี F.M.,"12,241.74","2,308.61"
779,2566,สิงหาคม,สปข.5,สวท.ทุ่งสง,9044 020009051110,สถานี F.M.,"13,816.94","2,614.00"
780,2566,สิงหาคม,สปข.3,สวท.พะเยา,5800022382,สถานี F.M.,"26,144.40","5,004.00"
781,2566,สิงหาคม,สปข.4,สวท.แม่สอด F.M.,6000172855,สถานี T.V. และสถานี F.M.,"91,144.86","19,580.92"
782,2566,มิถุนายน,สปข.5,สวท.ระนอง,020004441944,สถานี A.M. และ F.M.,"52,920.67","10,868.74"
783,2566,กรกฎาคม,สปข.5,สวท.ระนอง,020004441944,สถานี A.M. และ F.M.,"57,511.21","11,553.93"
784,2566,สิงหาคม,สปข.5,สวท.ระนอง,020004441944,สถานี A.M. และ F.M.,"55,733.94","11,791.24"
785,2566,สิงหาคม,สปข.3,สวท.ลำปาง,556457,สถานี F.M.,"34,711.72","6,665.00"
786,2566,สิงหาคม,สปข.4,สคท.ตาก,9804 020010315402  ,สถานี T.V. และสถานี F.M.,"54,894.75","10,578.00"
787,2566,สิงหาคม,สปข.4,สวท.สุโขทัย,27695760,สถานี F.M.,"19,438.57","3,703.90"
788,2566,สิงหาคม,สปข.4,สคท.นครสวรรค์,9806 020006256640,สถานี T.V. และสถานี F.M.,"55,050.53","11,686.13"
789,2566,สิงหาคม,สปข.3,สวท.ฝาง,15279255,สถานี F.M.,"3,786.09","7,285.49"
